content,sentiment_labels
I have received all damaged products.. and you have worst delivery partners and customer service executive no one are helpful..,-1
Why don't you allow cod.i want to purchase products but cod is nt available in U.P,-1
usefull apps,2
"Poor customer service, no reply on chat option, no updates once order is shipped to delivery partner , delay in deliveries always.",-1
AWESOME APP,2
faster scan,2
yes appreciated app useful know went get covid thanks make feel strength stay safe home exactly want whole life recommend governments divination world health,2
great experience,2
excellent,2
access helpdesk sometimes please fix issue,-1
cant open app latest update,-1
already installed registered cant login show pw invalid cant open da app,-1
macam lah mysejahtera ni satu hal dah settle satu lagi masalah booster shot tak ada selalu minta appointment untk booster shot aku dh pun ambik booster shot tak juga update masuk sejahtera jumpa pergi klinik diorg cakap sejahtera ada problem pergi helpdesk pun mcm tak ada reti len kali buat lah helpdesk tu user frndly dpt atur sendiri profile mysejahtera yg mana yg sudah ada sijil pakai vaccine batch untuk update cert insert cert digitl sendiri,-1
love new clubs cool club actually prizes like stickers shirts cues hats honesty anything would cool advertisement spread word game game prizes like cues big coins mini games chats custom tables u challenge someone would dope diffently need new profile pics win purchase keep seeing lame ones anything make custom player anything players win would major upgrade sure must game classic mine years,2
everything app good delivery problem since blue dart home delivery kinda gives second thoughts since house quite far blue darts office besides everything good,2
great apps,2
fast n confidential loves,2
changed phone register reset password help please,-1
Great app.,2
waste,-1
good app pls introduce ordinary products,2
useful,2
nice app,1
able log never,2
terrible registered times send activation email message,-1
best best,2
superb,2
Lovely services ..,2
okk,1
cant updated ic num name already complaint helpdesk response,-1
user friendly,1
easy fast detected,2
awesome,2
"I am very disappointed, Two of my orders were never delivered to me and now they have returned to you guys just because i pay them on Advance. So people never pay always go for COD because right now i am facing troubles to get my money back. Never pay before that is a free hint.",-1
They provide quality products and almost every brands are available in Nyka,2
slow giving vaccine people already registered since feb,-1
sometimes hangs ads distracting,1
excellent,2
Worst app not happy with the return of products fraudulently entered products which i have not even asked for return. This was the worst experience i faced. If i could rate less than this i would have possibly given that.,-1
improvement needed,-1
fast n efficient sensitive qr code detection,2
try refresh profile tp still backdated tarikh xberubah mcm mana ye okey dh blh tq,1
good app genuine products fast delivery bt want featured choose right shade foundation easier buy foundation,2
easy use n helpful,2
"I have used this app but I have been exhausted by its ads, it is disrupting my phone calls, its terrible and irritating. please suggest your marketing team to stop this nonsense voice display ads. stop it ASAP otherwise it will not take much time when your loyal customer will start uninstalling this app. I have uninstalled.",-1
great last update open force closes every time try open deleting getting new weather app,2
saya suka sangat love pm best prime minister ever,2
I ordered one faces lip crayon with  sharpner but have not get the sharpner and without sharpner its useless and totally waste of money. Its v v essential. My order id is 500457301. I called customer care person for so many times but not get any assurances whether they will replace or send the sharpner separately or not? V v disappointed by their service.,-1
thanks help fight covid,2
good product,2
great,2
wonderful,2
great experience good variety products stock products need quickly replenished though,2
please allow add dependencies kids,-1
convenient love,2
malaysia stop using app give help people know skill trash app make everything difficult cant login cant open error use acc bank give money like brim enough,-1
Everything is awesome I love u nykaa,2
cant scan dependent,-1
know chinese wish english version app best google play store,2
took money put ordet missed make claim paypal wait paypal send money back asos stuffed,1
g,
app sow nice use,1
slow,-1
"Worst delivery service. Better to buy products from mall instead of buying 
from here.",-1
I got the wrong order and they refused to deliver what I had ordered during a sale. Instead they were adamant on crediting my Nykaa Wallet instead.,-1
problem apps tried uninstalling cannot install back please fix,-1
This a bogus app and a cheater app....they pick up my product 24hours ago....bt still not reflect my money in naykaa wallet....full cheated on me,-1
excellent malaysia,2
awesome,2
cant downloaded download apss work app really bad,-1
good sometimes expensive,2
kkm need us use apps tracking contacts anything happen,-1
bad cannot submit,-1
awesome,2
This app is awesome,2
BABLU,2
nice somekinf tracking system alert us come contact near person conctact pandemic,2
slow prefer myselangor,-1
clear runs smooth issue u stop watching show come back later goes directly double long commercial break,2
makes life easier,1
add support pdfs ability move back forward sentences using remote tts get stars,-1
Great app,2
seamless,2
give new apps update apps still old version,2
slow download n unnecessary update soon,-1
ok,1
excellent stuff,2
best apps,2
useless app even make appointment vaccination refresh update details,-1
Awesome app loved it,2
Its good game.. But Cues really hard unlock. And Spin get coins less 500. I would rate higher changed,2
Trust worthy,2
excellent,2
bad check try many times already,-1
problem booster singapore cant update sj problem show line unable connect server also updated status still show sep,-1
Bad app as they don't send the promised item and after contacting them they will just reply back saying the product went out of stock and will offer you a coupon which is not at all equivalent to the actual value of the product.,-1
hi cannot update mysejahtera version order get digital cert download anybody knows overcome problem tqvm,-1
easy use app,2
idk app seems booting slower day day,-1
It's good,2
every malaysians subjected date reporting issue excuse sake every body,-1
bad,-1
Best app for online cosmetic shopping,2
user friendly useful app,2
okay,1
helpful app especially pendamic period,2
user friendly,1
Best,2
I love nyka,2
Great app,2
products good original always cosmatic shopping nykaa thnku nykaa,2
sudah full vaksin tapi dalam sejahtera tak update jenuh balik update sejahtera tapi status masih vaccinated please upgrade asap,-1
transactions attachment facility go may upload docs taking taking pic attach,1
ok,1
problem check unable check huge problem using fix problem wise people could problem future,-1
amazing app,2
ok,1
Loving it!,2
cant check hotspot,-1
nice,1
cannot update keep pending,-1
great,2
thank,2
ok,1
ok,1
easy,2
good,2
nice,1
easy checkin,2
"Mostly great app! My suggestions minor improvements: As host would helpful booking notifications messaging also include listing! It would cool I could pick particular date know I listings available. Guests ask time! And finally, would nice place specifically check OUT instructions.",2
use app always ask log stupid app,-1
honestly well developed app wanna show appreciation people behind project thumbs,2
awesome,2
gd,2
parlour products available,1
Wow,2
Love u,2
brightest news market number news allow adjust invert background ease night reading two years later criticism still stands really needs give users ability get rid glaring white background,2
ok,1
easy,2
ok good,1
informative,2
Reviews are shady. They don't let your low rating upload.,-1
cant scan detect qr,-1
excellent,2
Excellent..so far all the products I've ordered are all worth it,2
"They have an excellent product range that covers various price points. Often, you can purchase products that are not available elsewhere. The delivery has been on time even during the lockdown.",2
excellent,2
payment methods implemented like net banking wallet payment interface attract retain customers like india able make purchase india currency via card,2
nice,1
It is gud experience to shop from Nykaa . Deliveres the product on time when is has been promised to.,2
saya dh daftar lama tpi tak panggil saya dh feddup mcm mna saya nk hidup please good control sistem,-1
cant register click aregister apps show close,-1
great,2
Black friday sale is awesome,2
user friendly simple handle,1
wasted tax payer money inflected covid still vaccine appointment simple logic yet cannot fulfill,-1
easy use,2
good,2
friendly user,1
ok,1
awesome,2
bad apps,-1
I ordered a lipstick of lakme but colour shown on page was different than what i received now i can not change it,-1
need add fingerprint login,1
gov apps usual much expectation please improve,-1
well,2
it is amazing,2
nicenice,1
osm affordable aap,1
nice,1
best cosmetic shopping app ever genuine product fast delivery service fully satisfied recommend give try,2
I hate this app i orderd 3 times I'm waiting from 15 days but product cancelled,-1
tolong lah upgrade system nak reset password kita kerja kedai phone customer sume mintak buatkan mysejahtera tak dpt nk buat sms x dihantarnyaa bad service,-1
ok,1
bad,-1
great apps,2
easy fast compare pgcare,2
hi already make many complain still got answer solve problem cant login mysejahtera say invalid id password make new password still also uninstall install back still already days ago make way nothing happened please help urgent,-1
ok,1
good,2
Waste of time and money.... Don't use this one,-1
ok,1
great app dont see restocking wanted missing products,2
covid unable update despite getting notification via email sms useless apps,-1
great,2
original product and trustworthy beauty shopping app,2
ok,1
problem far,-1
great app,2
"many teams, little space player control, many ads top that, know, cuse House cards seconds make good game.",2
cant register waste time,-1
awesome scan,2
cannot update self test result solved tq,-1
excellent,2
Great,2
sexoo,2
please list pending check ins top hostory list users easily check al ease currently sure one checked one still yet,-1
susah betol nak scan qr code tepaksa guna app lain utk scan better check blk dan improve rasanya user hadapi isu yg sama edit mysejahtera dah improve alot berfungsi dengan baik bagus utk rakyat malaysia tak perlu nak isi borang letak tel semua tu keep tapi tula orang lain dah dapat vaksin ni wife pon dah dapat kita ketua rumah hari hari keluar rumah pon masih belom dpt apa update,-1
ok,1
"Refund not processing , As i have cancelled my order",-1
never got broken product best app cosmetic shopping online,1
good,2
always says connection error tried using login tried using keeps saying connection error hope fixed,2
cannot get registered,-1
bagos cantek,-1
works great job well congrats,2
"Great app, wonderful products, fabulous discounts.",2
Wonderful app for genuine products,2
easy use informative,2
The best beauty product app. Love it.,2
excellent,2
excellent app,2
easy convenient,2
easy use great malaysia gov,2
m very happy,2
absolutely informative convenient use,2
excellent,2
excellent app,2
cannot register please double check dah update baru dpt register,-1
slow upload,-1
written chinese,1
good,2
bug app,-1
naykaa always good aap,2
"I like app, would much better could record Body measurements (no good health - why??) And also able add fat muscle content weight. That calculate BMI too. One comment; I want leave press back button never let's leave app.. I stuck go task manager close down.",2
I was so excited to order makeup fornthe very first time from nykaa and unfortunately the app didn't support online payment and even after trying twice the order could not be placed. Both times full payment has been deducted from account. I regret the decision and will never buy anything from nykaa. i'm sure this review will be read by a lot of people and will help thenlm rethink before they download the app or actually plave any order!!!,-1
excellent,2
vaccination status vaccinated since last nd dose vaccine september already feedback thru helpdesk still disappointed,-1
bad always lag,-1
would love know encrypted documents unheard readers encrypted docx description says read docx files go personal documents nothing convince compromise,2
excellent,2
bagus,-1
"ordered the product from the app and nothing mentioned as non- returnable on the app , but when i tried to place the return firstly after 30 minutes of chat with customer care he said product is not returnable , such a waste of time ....",-1
awesome,2
far best covid check app malaysia,2
bad,-1
great app,2
room improvement expect better coming soon,-1
Worst return system ..its like you cannot return a single item on nykaa They are the worst regarding customer service .very poor customer care Worst shopping App and shameless people they just ignore their customers Think 100 times before buying any product from nykaa because once you buy any product you just cannot return it.,-1
well improve apps quite user friendly,2
had ordered loreal facewash on the app the cap of the tube was blue color n received a white color cap nt sure its duplicate o wat.....,-1
I use to love nykaa. Can't say why isn't the app working !!,-1
great work,2
makin lama makin slow nk buka,-1
ok best,1
fix registration problems found interest keeping mb app device already tried register using phone number email otp via email sent enter codes spaces provided cursor went rogue entered next digit went back previous section clearly app requires financial allocations improve servers design accomodate surge growing traffic,-1
cant log updating latest version pls fix asap,-1
nice,1
excellent,2
basic things like save button exist stuff something basic going designed thing,1
awesome,2
excellent,2
awesome,2
Loving it,2
problem pressing helpdesk respond point keep asking write yoi throigh helpdesk,-1
iam full dose vaccine sejahtera vaccinated,2
best,2
easy n fast detection,2
easy use,2
This app is so slow.. It's so annoying.,-1
ok,1
helpful,2
ok,1
issue since downloading app,-1
cannot check use function apps except view historical checked apps working well problems occur since jun please work,-1
best app covid monitoring information,2
Regular customer and love their service .speedy delivery toooo!!!!!,2
update cant check button check missing dont know go please fix otherwise apps update run smooth fix immiadiately,-1
I ordered products and didn't receive the free products available along with it . My complain was also ignored bluntly by Nykaa. I buy lots of products from the app didn't expected.,-1
love shopping nykaa good moreover brand products available,2
slow take long time update log,-1
nice app,1
good,2
easy use,2
best,2
poor stupid app country,-1
organized make tracing easier,2
first order people smart,1
scan check data synchronize sejahtera app keep server reinstall app history gone,-1
easy use clear information,2
cant even register app shame,-1
lag ridiculous even full bars internet horrible maybe fix people get turned playing also emailed company regarding rush working continuously get ignored disgusting behaviour people want keep going unless problems resolved game die fast,-1
best,2
application good giving full information covid applications loads little bit slower first loads pretty well well done developers app,2
great,2
"I didn't received an order of three items, the items were returned without informing me about the delivery. The was the fault of the delivery service. After that i was asked for the reschedule, which i accepted immediately, but still haven't received the items neither the refund. I can never reach the customer care. Very much disappointed",-1
ok,1
Very useful aap and its packaging system is awsome,2
Fast delivery,2
great app check time gmt phone almost minite early actual time,2
confusing could even things said could great filters effects hard control,2
I like ary news good working please solve problem,2
Really satisfied,2
usefull heldfull,2
there will be no any guarantee that the products are same that you order .it's delivery system is so bad .,-1
verry great,2
"Ordered a bunch of items, added a special instruction for the packaging to contain as little plastic as possible and not a single speck of plastic in my parcel. Also speedy delivery.",2
worst servers iran first time tried game acoutered message connection slow tried best networks iran recently even connect game time please consider better servers cause many iranians love game,2
ok lah,1
nice,1
cant register put otp code code expire please fix,-1
excellent,2
Happy to shopping with Nykaa,2
disappointed apps hang since jun already uninstalled install installation also hanging,-1
user friendly,1
worst app malaysia ever create useless app bad app useless government,-1
My experience with Nyakaa so far is amazing... Highly recommended for Girls....,2
worst app ever...I get my replacement btw I didn't get that free product with it,-1
easy,2
rate future ordered first time ordering shopping app new online shopping experience tq,1
got new phone downloaded app old phone worked perfectly sometimes logs voicemail time weeks since logged message also enabled transcription time function either,2
products original good shown,2
expensively funded yet performance bad buggy little support keep saying unable connect server trying register kid vaccination,-1
excellent,2
fantastic,2
great app waiting vaccine,2
best,2
good service,2
poor connection,-1
cannot register also slow,-1
Very happy and easy,2
ok,1
awesome place shop,2
ok,1
apps working already unistall install back still cant use keep saying invalid password id,-1
thanks much malaysia,2
previous profile however updates lost million coins rank sad frustrating start ball fix give five stars,-1
Always the best... Love shopping here,2
inclusive user friendly application providing complete information genius application continue benefit rakyat pandemic modifications satisfy expectations day,1
superb,2
easy fast app,2
friendly user,1
hopefully work well first time user,2
ok,1
great effort gov good job,2
great,2
Got the replica as it was not the original product . Complaint against it but still waiting for response,-1
better uninstall invalid id user password problem registration star app,-1
nice,1
fast power,2
cant open,-1
best apps malaysia,2
useful,2
great app,2
great tracking apps government,2
constantly trying open wi fi want g real nuisance,2
good,2
useful,2
bagus,-1
big thanks ds got bst gd health,2
nice,1
cant innstall app,-1
ok,1
cut product prices,1
user friendly much error problem,-1
ok,1
waste time last days try register shows oppss opss opss called gov app disappointing wasting peoples money,-1
please find developer dev dont know make app worked cant even register rip gov pay nob konco konco dev dono work,-1
great contact tracing app,2
Worst Where is your customer care Poor delivery Tedious returns Or no returns Expensive compared to other apps,-1
nice easy,2
great,2
ok nice,1
This is 2nd time I got damaged product. No response from nykaa.,-1
Scam offer providing they all are bloody liar my cashback didn't get sofar nykaa said with in 48 we cridit in ur Paytm wallet but one week later I exposed them and suggest u please do not buy any product from nykaa they are cheating with peoples and sell tham products,-1
easy convenient,2
App open nahi ho raha he...,-1
wonderful,2
able attend vaccine appointment cancel appointment select decide take vaccine states stop wait day get appointment already pass days understand need wait selangor already walk take vaccine every time walk vaccine reject say need wait status clear take vaccine understand system allow us walk take vaccine wait app refresh status vaccine status let u take vaccine stupid app risk healthy depend app status developer help reset status taken first dose thank lot listen us,-1
love it. best service,2
nice,1
helpfull n good app,2
easy us chores time following rules,2
Awesome..,2
awesome,2
fully vaccinated vaccination status mysejahtera state dose month since last vaccine already update uninstall install changes answer late actions may burden may people well please consider,-1
nice application,1
Really Well,2
useful,2
wonderful,2
"I have been shopping from NYKAA for almost 2.5years now. I am not a regular but i do buy once in a while. Korean products are hard to find but NYKAA oh! NYKAA, Thank you so much for making Innisfree, The face shop available to all who needed them.",2
Hassle free shopping with nykaa,2
"Great store! Great variety , great prices, love loyalty scheme, easy deliveries pay later klarna also helpful!! Defently recommended since I've shopping asos everything I get aha !",2
Fast delivery,2
happy service nykaa,2
"Fake products. Nykaa keeps fake products and then lies outright. I bought a product which clearly said returnable within 5 days. When I asked for a return, they refused. I contacted the brand manufacturer -- Braun. They said the only reason they're refusing to return is the product is fake.",-1
cool gives access may wrong health pretty cool ten,2
fast efficient,2
fast laju dan quick also pantas,2
efficient application well users tq,2
great job kkm,2
love nykaa,2
Best app for beauty products,2
fast n efficent,2
best n fast,2
awesome,2
good,2
always messed,1
simple use informative,2
nice apps,1
thank mobile app difficult times channel receive digest govt information regarding pandemic,2
No customer support,-1
Best product delivery experience.,2
alarm clock always worked perfect sudden within last month alarm fails go install unless u want b late,1
work smooth easy fast,2
excellent simple easy check second need write register,2
pls upgrade apps slow,-1
sejahtera vaccination certificate never appear day please advise matter,-1
it's too expensive,-1
informative,2
cant check check even update,-1
ok,1
ok,1
one informative apps,2
bad unusefull,-1
great app,2
good nice,1
Ausm,2
easy safe,2
usefull apps,2
smooth app add feature open multiple pdfs separate tabs edit able scan latest updates able saying separate app also right,2
good apps get better connection uninterrupt line scan fast good,2
awesome,2
ok done tq,1
ok,1
ok duu,1
help full,2
great app scan n details recorded,2
good,2
ok,1
user friendly ever go awesome,2
dah register still cant login,-1
"This good keyboard emoji users, sensitive, constant nags change themes (which can't disabled, block top screen) extremely irritating.",2
days still receive sms email reset password worst app,-1
Worst experience ever. Such a bad app that u can't upload photos for returning the product. I have tried several times but this is just to fool the people. Veryyyy bad experience,-1
cannot amend name want put name per ic claim epenjana please assist tq,-1
stupid finish,-1
great easy use less information,2
ok,1
awesome,2
love,2
previously able check status place visit checking hot spot status however able another thing put nick name tries taken thank much,2
efficient fast,2
excellent,2
good quality products well satidfied,2
love,2
like,2
Worst service prices are very high Amazon is best more than 100 times don't buy anything from this website and app thanks ...,-1
delivery damages products plz c,-1
excellent,2
easy use,2
looks look like new update,-1
excellent apps gives real time updates verified information,2
Products same as shown. Prompt delivery. Love this app,2
"One of the worst online shopping apps. I ordered a costly shampoo and got a cheap shampoo. The return procedure is a fake. I tried to exchange or return the cheap fake shampoo but couldnot. The Maybelline lipsticks I have got from Nykaa are also bad quality. Have been let doe twice by your company. And am deleting the app today, so i won't buy from here anymore. A bad experience it have been!!",-1
faster,2
good,2
best,2
user friendly,1
good easy,2
user friendly,1
thanks,2
broken years several phone upgrades factory reset nothing works tech support seem fix told changed service factory reset change service scsm get serviced google maps free two years ago rewrote eliminating ability save addresses bother inform customers paid last years nothing pay app use something else save money please warned would paying month nothing using app stop save money something else month could go lunch breakfast much better bang buck,2
stupid app suddenly made pus cant go anywhere fix,-1
cant even download apps,-1
well iam actually happy evrything like pakaging good n product proper mgf date n expiry date wish brands like goodvibes kiss beauty sivana,2
poor otp verification,-1
friendly user,1
easy use practical,2
superb awesome apps,2
ok ok,1
I am very much satisfied with their service.,2
"This nykaa send fake products to the customers with original price of 
item.pls guys just delete tgis app else make fool.",-1
cantekk,-1
great,2
many single adobe requiring sign time becoming useless remember never,2
If I could give zero I would have given it worst app ever worst customer service cheats customers by fake free offers and don't reply to customers well very very bad I would never recommend this app better try other apps and the price also vary they say they give discount and it shows as if the discount is applied but when you calculate the price would be more they cheat by saying free delivery but the amount after discount will be more they add the delivery charge to it very bad,-1
stupid apps,-1
problem information details,-1
"Facing worst delivery issues by nykaa, have had ordered many time & got my parcel within 2-3 days (including in lockdown) but this time only 8 products are taking way longer time plus the shipment are coming with only 1 products. #notlikingthenykaadelevery",-1
Nykaa products so far that i have used are genuine. You can trust the products.,2
please fix notification tile cannot dismissed closed constantly,-1
mysj trace difficult use practical user friendly please update,-1
done significant amount shopping app love satisfied customer definitely recommend,2
ok good,1
awesome applications far,2
cant download,-1
ok,1
user friendly keep updated,1
must apps nowadays many infos latest news available place,2
nicee,1
oklaa membantu tahu perkembangan covid cuma vaksin lambat kasi maybe ikot negeri yg terok kot,1
bestt dan mudah,2
ok,1
registered log useless apps,-1
worst apps ever also worst govt,-1
superb,2
nice,1
oklah,1
bad,-1
Beauty shopping app? More like smartphone destroying app. Crazy CPU and memory hogger. A highschool dropout can develop a faster app than this.,-1
fantastic alphabet learning game kids,1
excellent,2
one best apps government,2
convinient n simple make faster open apps places,2
awesome serta memudahkan murah rezeki semua tq,2
Great app with great deals,2
ok,1
sorry greedy love game since started club created go different club game would outstanding happens rated star get attention sorry,-1
till now i have not face any problem with nyka.but currently their delivery service is very bad in our area.(nashik) even after contacting the customer care they are not able to find out why my shipment is not yet delivered.amazon is far better for providing customer services.and providing cancellation option at any stage.,-1
bad app hard adjust anything,-1
excellent easy use app,2
cant even register,-1
nice,1
very bad,-1
Love it,2
great track people movement,2
Great app!,2
excellent,2
More than 20days passed order is still not delivered,-1
ok,1
best malaysian citizenship,2
i lv this app always,2
wonderful girls,2
works fine,2
new,2
new updated,2
awesome,2
camera stopped working update thanks lot,2
ok,1
love depend app journal would stay days access free meditations still made significant positive impact life,2
nice,1
nice app,1
awesome,2
It's amazing,2
"Didn't work with payzapp on nykaa app, unfortunately nykaa has stopped error when paying with payzapp or session expire error, tried on 2 mobiles",-1
great business,2
bad system failure,-1
excellent product,2
like mysejahtera app,2
easier better lr mobile surprised lr user ps express easier lr mobile whatever called month also surprised create memes like adobe spark adobe seems blurring lines mobile apps end remains seen,2
excellent service people safety,2
find way wet paper bag seems easy clear directions need route reason,2
changed life want become doctor,1
nice,1
knapa terlalu slow sngat nk register pon tac nmber xsmpai,-1
please sejahtera working well dont know,-1
awesome app love it,2
bagus,-1
Anything i put in the cart is out of stock totally frustrating,-1
ease use informative,2
awesome,2
well done,2
easy tu use,2
They are simply cheaters will not make delivery of prepaid orders. I wish I had a option of giving negative rating for this app. Please beware and stay away from this app,-1
excellent,2
slow time,-1
loved it,2
waste battery force switch bluetooth therefore waste,-1
excellent,2
nice,1
well,2
app cibal bug x habis ii aq dah fully vaccinated last ii macam tu je account x boleh login,-1
may know reregister ic num uninstal app realy need help reregister app phone num kp,2
nice,1
new version stupid time bluetooh us device connect,-1
fast convenient,2
good app,2
awsome,2
awesome,2
problems app,-1
easy usr,2
"Worst experience Ever ..bought a product from nykaa but the product does not matches with picture shown on the site , Have mailed the details but there is no response from there side, customer service is pathetic..",-1
good,2
best thing lost ten lbs two months help tips,2
slow read barcode,-1
I am too much disappointed with this app now...i ordered some products at discount time.but its automatically cancelled.. don't know why u did this and now sale is over cant buy it now very bad,-1
best app,2
great app,2
Very disappointed. No referrals apply. Shows invalid coupon.,-1
poor,-1
easy app,2
Do far I've had great experience with Nykaa.,2
amazing,2
keeps crashing keeps ending calls please fix note,1
help please rt pcr results appears vaccinated shows,-1
awesome tool,2
great apps,2
stupid app,-1
really convenient use,2
excellent,2
cant manually check able auto check latest feature update,-1
superb,2
ok,1
ok,1
cant even log account,-1
since last night june sejahtera suddenly cannot tap close checked jus tap history know happened sejahtera solve problem,-1
easy use safe,2
okay,1
I ordered a product they delevered it on the time within 3days.but traking detail is not shown correctly,2
nice,2
Love this app,2
oky nice,1
really bad experience many family members hard time updating vaccination status fully vaccinated even contacting multiple helplines provided referred us fro sources solutions,-1
excellent successfully friendly app,2
superb,2
cant change reset password need change want go school plz update option reset password phone number many people struggle please update,-1
nice wallpapers k even k presented hardly fullhd perhaps scaled k making look grainy blurry would recommend phone screen resolution higher full hd nice collection great quality unfortunately,2
Most of the times the app and site both seem to hang. Why? Please fix this problem.,-1
great something hv problems,-1
worst delivery experience . The ordered products reached in my home town but didn't delivered it.,-1
indian cheat see option choose opponents based wish play million cheating indians permantly online,1
stupid system wasted tax payer money scam government,-1
Love it,2
bad bila nak tukar acount baru status vaksin langsung tak muncul,-1
register ca even sign invalid user id password please fix make use useless apps,-1
smooth,2
effective n fast,2
convinient helpful,2
good method track daily movements keep us updated safe kudos never leave home without sejahtera stay safe healthy,2
like easy use,2
excellent,2
Best application for buying beauty products at discounts,2
nice,1
awesome,2
love shop nyka,2
bad app,-1
precise updated issues thank much,-1
bad application last night waiting email sms nothing valid government application please speed process,-1
Very good,2
slow responding e dompet still credited,-1
awsme app geniun product.,2
log cant login acc cant reset password submit button work,-1
ok ja semua byk information,1
Nykaa is the worst at returns!! I was delivered a wrong shade of lip colour and the staff had the audacity to reject my return request. Never using NYKAA again and definitely never recommending it to anyone!,-1
easy use helping,2
possible change name fill full name registration thanks,2
love realism game wait,2
nice app,2
nice ap sejahtera,1
total waste time malaysian money,-1
excellent app,2
superb tq goverment,2
going submit health surveillance app denied invalid employee id provider id form id check working mco emailed guys guys mentioned taking day solve pain back things get bad use mysejahtera fix want get compound k k crash app,-1
bad,-1
thank,2
excellent,2
I didn't receive my refund yet Uninstalling this app No proper management No issues are resolved No refund is made,-1
great app,2
pretty amazing wish dealt brands like sephora,1
okay,1
overall easy use houses meditation programs purchased place allows stream time makes participating day programs breeze gave four stars hang becomes stuck sometimes,2
best emoji keyboard ever love,2
try update oversea vaccine certificate many times one month also respond email helpdesk mysejahtera asking problem always reply answer never help update oversea certificate dissapointed apps,-1
everytime restart phone get welcome visual voicemail notification,2
ok,1
checkout mysejahtera already bug,-1
always unable scan qr code wasting lots time restart reopen also cannot scan bad experience,-1
useful every time anyway thank app glad happy user,2
awesome,2
the app is too awsum,2
far sejahtera worked well,2
Quick service,2
slow,-1
good app,2
need little bit improvement,-1
need perfect back bone people malaysia,-1
friendly use,1
used go weather data point paid advice free version forced uninstall regularly crashes times day even using time caused phone laggy several occasions due th full review,2
good luck,2
dis app saying v r facing internal error kindly try tyme last months itz saying thing dis oly hpng unistall tried still,1
nice product,2
cant register otp maybe coming next year,-1
ok,1
I am happy,2
easy,2
slow,-1
good,2
like,2
smooth,2
I haven't receive my ordered products yet. Disappointed...,-1
ok ok la,1
loading open slow wont use app choice,-1
Worst shopping app ever. I ordered two lekme absolute lipsticks for 640 each but both are just worst. I can't even use them at home. They leave the print everywhere. The same lipstick is giving the best results if bought from the market. Nykaa is just selling the duplicate products with MRP of original products.,-1
Following up for my refund which is impossible really upset with the service,-1
excellent,2
number aps world,1
fast n easy check,2
easy use,2
awesome like best app ever created,2
comfortable use sejahtera every thank,2
fast accure,2
ok,1
I just love nyakaa..,2
already registered app still apps cant detect dont know cant get epenjana kindly help,-1
nice,1
good,2
phone vivo x update new version mysj think bug cannot let allow bluetooth trace pls help fix bug,-1
great cancelling leaving country find upon return continued charge us months,2
fast,2
trying log infuriating shows repeatedly google captcha cannot get many trials free work google really annoying,-1
I love this app...becoz whenever I trablue In my life and nowadays is pandemic situation nd nobody can go out soo at that time this app really help me aaaaaaaa lot......,2
cannot update problem,-1
great interesting useful application like,2
best app,2
nice,1
cant use mysejahtera uninstall n fortunately cant login back dissappointed,-1
ok,1
nice products,2
Terrible customer service.!! Without informing they returned my order.!!!! Very disappointing...!!!,-1
excellent,2
good,2
hello sir last night phone lcd broken buy new phone vaccination fully vaccinated status show please help,1
would nice check button,1
Whenever I try to proceed it shows that sorry couldn't proceed,-1
bad apps ever code sent,-1
great app,2
ordered sunday got call verifying last name recently married scheduled shipped monday happy customer,2
bad,-1
great apps,2
The delivery service is so bad. They asked me to collect the product from the store. Why would I put an online order if I had to go there in person and collect it? This is ridiculous. This is so frustrating and disappointing,-1
terrible app cannot register tried otp email also cannot get response scam,-1
everything oke,1
"Nykaa is one of the most intrusive apps. It gives you endless ad notifications and even if you opted it to not blaze its pop ups, it still does. Also, Im not a huge fan of them sending me endless emails, its better to get these cosmetics from another brand because honestly, the constant nagging is not worth it.",-1
updating apps cant even open apps,-1
awesome,2
fast easy follow sop maximum efficiency,2
stupid apps,-1
make things easier scanned n done,2
awesome,2
great,2
fast,2
Im happy shopping with Nykaa,2
pretty happy whole experience user friendly,2
unconstitutional unlawful please refer constitution malaysia article article never health total control life rights everything,-1
cant change passwords need vaccinations,-1
okay ja,1
better admitting children special teacher,2
cant open apps keep closing,-1
faster compared,2
experience good nykaa fully satisfied quality product service nykaa thanks love,2
easy use,2
mobile app desktop website experience viewing webpage optimized mobile devices expected experience like united mobile least shows every detail flight,-1
Improve delivery charge nd shipping nd tax to high....,-1
informative,2
excellent app.. genuine product at reasonable price,2
really bad,-1
easy use,2
force closing able lg g,2
Original and Genuine Products,2
upgrade best,2
good helps lot us update health condition also date take vacination,2
updates even work android phones matter still crashes lags,1
phone bluetooth notifications bugging like crazy go turn bluetooth home turn mysj app keeps wanting turn annoying seeing every second bluetooth notifications keeps poping star problem,-1
want without added bloat listen transcribe save download share voicemails must visual voicemail,1
slow download,-1
accurate,2
ok,1
great,2
Wordt customer service,-1
I love this app,2
"Used hub good articles, full ads partner companies. Today mattress, note sponsored content either. Getting sick hearing deals x partner non stuff there.",2
bugs useless app cost much tax develop give negative star review,-1
sucks,-1
fast responsive,2
cant open,-1
best way healty place go,2
nice,2
okau,1
banyak bug kat menu thing selalu ada notifikasi utk update tapi bila buka semua kosong bila kontak kasual sampai sudah tak boleh nak update status melekat je kuning dari ogos sampai sekang help desk juga x membantu dah macam buat,-1
awesome,2
nice,1
Loved it,2
good,2
ca update thru phone huawei nova please improve,-1
app runs great one things gov implement features app solely tracking pandemic purpose,2
awesome,2
